Date,Open,High,Low,Close,Change (Pips),Change (%)
Jun 14 2017 15:00,0.88196,0.88244,0.88041,0.88053,-14.3,-0.16%
Jun 14 2017 14:00,0.88204,0.88355,0.88184,0.88192,-1.2,-0.01%
Jun 14 2017 13:00,0.88068,0.88222,0.87984,0.88208,14,0.16%
Jun 14 2017 12:00,0.87997,0.88178,0.8793,0.88068,7.1,0.08%
Jun 14 2017 11:00,0.88022,0.88024,0.8793,0.87992,-3,-0.03%
Jun 14 2017 10:00,0.87942,0.88062,0.8793,0.88025,8.3,0.09%
Jun 14 2017 09:00,0.87958,0.88077,0.8792,0.87939,-1.9,-0.02%
Jun 14 2017 08:00,0.87691,0.88042,0.87689,0.8796,26.9,0.31%
Jun 14 2017 07:00,0.87753,0.87764,0.87661,0.87693,-6,-0.07%
Jun 14 2017 06:00,0.88009,0.88013,0.87698,0.87752,-25.7,-0.29%
Jun 14 2017 05:00,0.87981,0.88035,0.87973,0.88013,3.2,0.04%
Jun 14 2017 04:00,0.87983,0.87992,0.87973,0.8798,-0.3,0.00%
Jun 14 2017 03:00,0.87943,0.88007,0.87941,0.87982,3.9,0.04%
Jun 14 2017 02:00,0.87959,0.87997,0.87939,0.87944,-1.5,-0.02%
Jun 14 2017 01:00,0.87962,0.87991,0.87927,0.87961,-0.1,0.00%
Jun 14 2017 00:00,0.87922,0.87985,0.87915,0.87958,3.6,0.04%
Jun 13 2017 23:00,0.87912,0.8793,0.87878,0.87925,1.3,0.01%
Jun 13 2017 22:00,0.87902,0.87934,0.87882,0.87917,1.5,0.02%
Jun 13 2017 21:00,0.87884,0.87919,0.87847,0.87902,1.8,0.02%
Jun 13 2017 20:00,0.87863,0.87918,0.87854,0.87907,4.4,0.05%
Jun 13 2017 19:00,0.87914,0.87915,0.87861,0.87864,-5,-0.06%
Jun 13 2017 18:00,0.87899,0.87928,0.87861,0.87918,1.9,0.02%
Jun 13 2017 17:00,0.87892,0.87905,0.87861,0.87895,0.3,0.00%
Jun 13 2017 16:00,0.87874,0.87901,0.87807,0.87897,2.3,0.03%
Jun 13 2017 15:00,0.88026,0.88071,0.87844,0.8787,-15.6,-0.18%
Jun 13 2017 14:00,0.88091,0.88117,0.88021,0.88027,-6.4,-0.07%
Jun 13 2017 13:00,0.88091,0.88149,0.88041,0.8809,-0.1,0.00%
Jun 13 2017 12:00,0.88102,0.8814,0.88059,0.88089,-1.3,-0.01%
Jun 13 2017 11:00,0.88044,0.8812,0.87984,0.88107,6.3,0.07%
Jun 13 2017 10:00,0.8819,0.88224,0.88003,0.88038,-15.2,-0.17%
Jun 13 2017 09:00,0.8829,0.88306,0.88129,0.8819,-10,-0.11%
Jun 13 2017 08:00,0.8842,0.88461,0.88175,0.88295,-12.5,-0.14%
Jun 13 2017 07:00,0.88333,0.88423,0.88184,0.8842,8.7,0.10%
Jun 13 2017 06:00,0.8833,0.88356,0.88237,0.88329,-0.1,0.00%
Jun 13 2017 05:00,0.88441,0.88491,0.88332,0.88335,-10.6,-0.12%
Jun 13 2017 04:00,0.88451,0.88463,0.88423,0.8844,-1.1,-0.01%
Jun 13 2017 03:00,0.8848,0.88502,0.88447,0.88451,-2.9,-0.03%
Jun 13 2017 02:00,0.88457,0.88507,0.88443,0.88482,2.5,0.03%
Jun 13 2017 01:00,0.88396,0.88502,0.88382,0.88457,6.1,0.07%
Jun 13 2017 00:00,0.88381,0.88404,0.88361,0.88396,1.5,0.02%
Jun 12 2017 23:00,0.88425,0.88444,0.88366,0.88377,-4.8,-0.05%
Jun 12 2017 22:00,0.88395,0.8846,0.88394,0.88428,3.3,0.04%
Jun 12 2017 21:00,0.88497,0.88541,0.88344,0.8839,-10.7,-0.12%
Jun 12 2017 20:00,0.88514,0.88559,0.88463,0.88494,-2,-0.02%
Jun 12 2017 19:00,0.88552,0.88565,0.88486,0.88512,-4,-0.05%
Jun 12 2017 18:00,0.88626,0.88631,0.88516,0.88552,-7.4,-0.08%
Jun 12 2017 17:00,0.88514,0.88643,0.88514,0.88621,10.7,0.12%
Jun 12 2017 16:00,0.88509,0.88564,0.88502,0.88514,0.5,0.01%
Jun 12 2017 15:00,0.88404,0.88583,0.88352,0.88513,10.9,0.12%
Jun 12 2017 14:00,0.8852,0.88528,0.88314,0.88401,-11.9,-0.13%
Jun 12 2017 13:00,0.88477,0.88546,0.88403,0.88517,4,0.05%
Jun 12 2017 12:00,0.88465,0.88664,0.88453,0.88481,1.6,0.02%
Jun 12 2017 11:00,0.88387,0.88476,0.88368,0.88462,7.5,0.08%
Jun 12 2017 10:00,0.88333,0.88452,0.88286,0.88389,5.6,0.06%
Jun 12 2017 09:00,0.88172,0.88385,0.88131,0.88329,15.7,0.18%
Jun 12 2017 08:00,0.88103,0.8819,0.88021,0.88172,6.9,0.08%
Jun 12 2017 07:00,0.87967,0.88112,0.87925,0.88101,13.4,0.15%
Jun 12 2017 06:00,0.87829,0.88016,0.87808,0.87967,13.8,0.16%
Jun 12 2017 05:00,0.87872,0.87903,0.87813,0.87827,-4.5,-0.05%
Jun 12 2017 04:00,0.87829,0.8789,0.87824,0.87872,4.3,0.05%
Jun 12 2017 03:00,0.87833,0.87851,0.87814,0.87828,-0.5,-0.01%
Jun 12 2017 02:00,0.8787,0.87897,0.87791,0.87831,-3.9,-0.04%
Jun 12 2017 01:00,0.87921,0.8797,0.87868,0.87869,-5.2,-0.06%
Jun 12 2017 00:00,0.87902,0.87952,0.87888,0.87923,2.1,0.02%
Jun 11 2017 23:00,0.87942,0.88005,0.87892,0.87904,-3.8,-0.04%
Jun 11 2017 22:00,0.87982,0.88008,0.87908,0.8794,-4.2,-0.05%
Jun 11 2017 21:00,0.88154,0.88156,0.87892,0.87982,-17.2,-0.20%
Jun 09 2017 20:00,0.87931,0.87968,0.8784,0.87851,-8,-0.09%
Jun 09 2017 19:00,0.87963,0.88007,0.87924,0.87927,-3.6,-0.04%
Jun 09 2017 18:00,0.87996,0.88075,0.87952,0.87968,-2.8,-0.03%
Jun 09 2017 17:00,0.87891,0.88004,0.8789,0.87993,10.2,0.12%
Jun 09 2017 16:00,0.87857,0.88013,0.87857,0.87895,3.8,0.04%
Jun 09 2017 15:00,0.87773,0.87885,0.87755,0.87854,8.1,0.09%
Jun 09 2017 14:00,0.87786,0.87867,0.87754,0.87774,-1.2,-0.01%
Jun 09 2017 13:00,0.87778,0.87809,0.87697,0.87787,0.9,0.01%
